cust_id,date,plan_type,agent,cancel_reason,outcome,postal_code,add_ons
166870,2023-02-07,Whole House Protection,Bob,Bad Customer Service,Y,N2N,"Gas Fireplace, Tankless, Duct Cleaning"
326774,2023-05-19,VIP Standard - AC/Heat Pump,Bob,Price,Y,N2B,
650365,2023-03-06,VIP Essential,Bob,Moving,Y,N2P,
765813,2023-10-23,VIP Standard - Furnace,Jill,Bad Customer Service,N,N2P,"HRV System, Boiler System, Humidifier, Ductless System, Gas Fireplace"
918454,2023-06-08,VIP Standard - Furnace & AC/Heat Pump,Jill,Bad Customer Service,Y,N2P,"Duct Cleaning, Humidifier, Ductless System, Boiler System, Tankless, HRV System"
830123,2023-11-21,VIP Standard - AC/Heat Pump,Jane,Unused,Y,N2C,"HRV System, Humidifier, Gas Fireplace, Duct Cleaning, Ductless System, Tankless, Boiler System, Water Heater"
415560,2023-07-24,VIP Essential,Jack,Price,N,N2C,"Boiler System, Humidifier, HRV System, Ductless System, Tankless, Duct Cleaning"
361803,2023-09-11,Whole House Protection,Jack,Price,N,N2G,
381012,2023-01-11,VIP Standard - AC/Heat Pump,Bob,Price,Y,N2A,"Water Heater, HRV System, Ductless System, Tankless, Boiler System, Duct Cleaning, Gas Fireplace, Humidifier"
583451,2023-05-22,VIP Standard - Furnace,Jill,Bad Customer Service,Y,N2H,"Boiler System, Water Heater, Humidifier, Tankless, HRV System, Gas Fireplace, Ductless System, Duct Cleaning"
665408,2023-06-23,Whole House Protection,Jill,Bad Customer Service,Y,N2T,"Boiler System, Humidifier, HRV System, Duct Cleaning, Ductless System"
349101,2023-05-09,Whole House Protection,Jane,Unused,Y,N2R,
468168,2023-10-11,VIP Standard - Furnace & AC/Heat Pump,Jack,Unused,N,N2E,"Boiler System, Gas Fireplace, Water Heater, HRV System, Ductless System"
277555,2023-11-20,VIP Standard - Furnace & AC/Heat Pump,Bob,Unused,N,N2B,"Boiler System, Water Heater, Duct Cleaning, Humidifier, Ductless System, Gas Fireplace"
190597,2023-12-12,VIP Essential,Jill,Moving,Y,N2A,"Duct Cleaning, Boiler System, Ductless System, HRV System, Gas Fireplace, Water Heater, Tankless, Humidifier"
904035,2023-03-22,VIP Standard - AC/Heat Pump,Jack,Price,N,N2J,"Humidifier, Boiler System, Gas Fireplace, Duct Cleaning, Water Heater, Ductless System"
339598,2023-02-08,VIP Standard - Furnace,Bob,Bad Customer Service,N,N2H,
114593,2023-10-24,VIP Standard - Furnace & AC/Heat Pump,Bob,Bad Customer Service,N,N2H,"Humidifier, Duct Cleaning, Ductless System, Boiler System, Gas Fireplace"
767686,2023-07-05,Whole House Protection,Bob,Price,Y,N2J,"Boiler System, Tankless, Gas Fireplace"
316594,2023-09-20,Whole House Protection,Jane,Price,N,N2C,"Humidifier, Boiler System, Duct Cleaning, Tankless"
927976,2023-04-28,VIP Standard - AC/Heat Pump,Jane,Price,N,N2E,"Duct Cleaning, Boiler System"
722672,2023-03-08,VIP Standard - Furnace,Jill,Bad Customer Service,Y,N2M,HRV System
469427,2023-06-13,VIP Standard - AC/Heat Pump,Jack,Bad Customer Service,N,N2K,"Gas Fireplace, Water Heater, HRV System, Ductless System, Tankless, Boiler System, Humidifier, Duct Cleaning"
274077,2023-11-16,VIP Standard - Furnace & AC/Heat Pump,Jill,Unused,Y,N2R,"Duct Cleaning, Humidifier, Ductless System, HRV System, Water Heater, Tankless, Gas Fireplace"
462595,2023-06-21,VIP Standard - Furnace & AC/Heat Pump,Bob,Moving,N,N2C,"Duct Cleaning, Boiler System, Gas Fireplace, Humidifier, HRV System"
614877,2023-01-31,VIP Standard - AC/Heat Pump,Jill,Price,Y,N2T,"Humidifier, Gas Fireplace, Ductless System, Tankless, Boiler System, Duct Cleaning, HRV System, Water Heater"
313407,2023-05-25,VIP Standard - Furnace,Jane,Unused,Y,N2M,"Tankless, Humidifier, Water Heater, Duct Cleaning, Boiler System, Gas Fireplace"
840614,2023-03-22,VIP Standard - Furnace,Jane,Moving,Y,N2N,"Ductless System, Duct Cleaning, Gas Fireplace, Tankless, Humidifier, Boiler System"
897207,2023-07-24,Whole House Protection,Jane,Moving,Y,N2H,"Gas Fireplace, HRV System, Ductless System, Duct Cleaning"
144814,2023-10-23,VIP Standard - AC/Heat Pump,Jane,Moving,Y,N2J,"Tankless, Duct Cleaning, HRV System, Water Heater, Ductless System, Gas Fireplace"
885086,2023-12-21,VIP Standard - Furnace,Jane,Price,N,N2A,"Duct Cleaning, Water Heater, Tankless, Boiler System, Gas Fireplace, Ductless System, HRV System, Humidifier"
105343,2023-11-17,VIP Standard - AC/Heat Pump,Jane,Bad Customer Service,N,N2N,"HRV System, Water Heater, Ductless System, Boiler System"
236489,2023-12-15,VIP Standard - Furnace & AC/Heat Pump,Jane,Price,N,N2H,Duct Cleaning
416851,2023-04-13,VIP Standard - Furnace & AC/Heat Pump,Jill,Moving,Y,N2L,"Gas Fireplace, Duct Cleaning, Boiler System, Tankless, Ductless System"
769712,2023-09-20,VIP Standard - Furnace,Jill,Moving,Y,N2L,"Water Heater, Duct Cleaning, Ductless System, Tankless, Humidifier"
705295,2023-05-10,VIP Standard - AC/Heat Pump,Jack,Bad Customer Service,N,N2H,
139056,2023-05-25,Whole House Protection,Jane,Moving,N,N2C,"Boiler System, HRV System, Duct Cleaning, Ductless System, Water Heater, Tankless, Humidifier, Gas Fireplace"
342943,2023-09-29,VIP Standard - Furnace,Jane,Bad Customer Service,N,N2V,
375651,2023-01-27,VIP Standard - Furnace & AC/Heat Pump,Jane,Moving,Y,N2E,"Tankless, Duct Cleaning, Humidifier, Gas Fireplace"
577136,2023-04-25,VIP Essential,Jack,Moving,Y,N2A,"Tankless, Duct Cleaning, Humidifier, Boiler System, Ductless System, Gas Fireplace, HRV System, Water Heater"
189949,2023-08-29,VIP Standard - AC/Heat Pump,Bob,Unused,Y,N2E,"Water Heater, Tankless, Ductless System"
658336,2023-11-16,VIP Essential,Bob,Price,Y,N2G,"Boiler System, Gas Fireplace"
729973,2023-10-26,VIP Standard - AC/Heat Pump,Jane,Unused,Y,N2C,"Humidifier, Duct Cleaning, Ductless System, Boiler System, Water Heater, Tankless, HRV System, Gas Fireplace"
278842,2023-05-02,VIP Standard - Furnace & AC/Heat Pump,Jane,Price,N,N2N,"Humidifier, Tankless"
282666,2023-05-30,VIP Essential,Jane,Unused,N,N2G,
750374,2023-09-05,Whole House Protection,Jill,Unused,N,N2C,"HRV System, Duct Cleaning, Boiler System, Tankless, Humidifier, Gas Fireplace"
709025,2023-09-28,VIP Standard - Furnace,Jane,Price,N,N2P,"Humidifier, Boiler System, HRV System, Water Heater, Duct Cleaning"
645938,2023-05-03,VIP Standard - AC/Heat Pump,Bob,Bad Customer Service,Y,N2B,"Tankless, Water Heater, HRV System"
617041,2023-03-06,VIP Essential,Jill,Moving,Y,N2L,
508609,2023-04-19,VIP Standard - Furnace,Bob,Moving,N,N2M,
395901,2023-03-21,Whole House Protection,Jill,Price,N,N2E,"Boiler System, Gas Fireplace, Humidifier, Ductless System"
651241,2023-03-29,VIP Standard - Furnace & AC/Heat Pump,Jane,Moving,N,N2G,"Duct Cleaning, Ductless System, HRV System, Water Heater, Gas Fireplace, Tankless"
379278,2023-11-17,VIP Standard - Furnace & AC/Heat Pump,Jane,Price,N,N2P,"Humidifier, Water Heater, HRV System, Tankless"
151208,2023-12-21,VIP Standard - Furnace & AC/Heat Pump,Bob,Price,Y,N2J,"Boiler System, Tankless, Ductless System, Duct Cleaning"
557505,2023-02-16,VIP Standard - Furnace,Bob,Price,Y,N2N,"Boiler System, Ductless System, Duct Cleaning, HRV System, Gas Fireplace"
691234,2023-09-15,Whole House Protection,Jack,Unused,N,N2J,
355140,2023-04-19,VIP Standard - Furnace,Bob,Unused,Y,N2N,"Boiler System, Water Heater, Gas Fireplace"
850946,2023-11-28,VIP Standard - Furnace & AC/Heat Pump,Jill,Unused,N,N2H,
114348,2023-02-06,VIP Essential,Jill,Price,N,N2M,"Humidifier, Ductless System, Water Heater, Tankless, Boiler System"
509339,2023-04-03,VIP Standard - Furnace,Jill,Moving,Y,N2G,"HRV System, Duct Cleaning"
479993,2023-01-05,Whole House Protection,Jack,Moving,N,N2R,"Gas Fireplace, Humidifier"
893865,2023-10-17,VIP Essential,Jack,Moving,Y,N2H,
613400,2023-10-13,Whole House Protection,Bob,Unused,N,N2H,"HRV System, Gas Fireplace, Tankless, Ductless System"
348481,2023-11-28,VIP Standard - AC/Heat Pump,Jack,Unused,N,N2M,
104361,2023-07-21,VIP Standard - Furnace & AC/Heat Pump,Jane,Price,N,N2G,"Ductless System, Tankless, HRV System, Boiler System, Gas Fireplace, Water Heater, Humidifier"
930341,2023-05-23,Whole House Protection,Jack,Price,N,N2P,
400999,2023-12-05,VIP Standard - Furnace & AC/Heat Pump,Jack,Price,Y,N2R,"Ductless System, Humidifier, Boiler System, Duct Cleaning, Water Heater, Tankless"
201276,2023-07-05,VIP Standard - Furnace & AC/Heat Pump,Jane,Bad Customer Service,N,N2G,Boiler System
192904,2023-12-21,VIP Standard - AC/Heat Pump,Bob,Moving,Y,N2N,Tankless
217091,2023-06-23,VIP Standard - Furnace,Jane,Price,N,N2K,"Duct Cleaning, Gas Fireplace, Water Heater, Ductless System, Boiler System, HRV System"
415588,2023-02-22,VIP Standard - Furnace & AC/Heat Pump,Bob,Price,N,N2G,"Boiler System, Duct Cleaning, Humidifier, Gas Fireplace"
695560,2023-02-20,VIP Standard - Furnace & AC/Heat Pump,Bob,Price,N,N2T,"HRV System, Tankless, Duct Cleaning, Humidifier, Boiler System"
854837,2023-08-23,VIP Standard - Furnace,Bob,Moving,Y,N2R,"Tankless, HRV System"
651832,2023-11-29,VIP Standard - Furnace & AC/Heat Pump,Bob,Moving,N,N2E,
692237,2023-10-27,VIP Standard - Furnace & AC/Heat Pump,Bob,Moving,Y,N2N,
862235,2023-05-03,VIP Standard - Furnace & AC/Heat Pump,Jane,Moving,N,N2R,"HRV System, Boiler System, Humidifier"
662718,2023-04-25,VIP Standard - Furnace & AC/Heat Pump,Jack,Moving,Y,N2G,"Water Heater, Duct Cleaning, Gas Fireplace, Ductless System, Humidifier, Boiler System, HRV System, Tankless"
829317,2023-07-07,Whole House Protection,Bob,Bad Customer Service,N,N2J,"HRV System, Tankless"
996133,2023-02-10,VIP Essential,Jane,Price,Y,N2J,"Humidifier, Gas Fireplace, Duct Cleaning, HRV System"
493465,2023-02-21,VIP Standard - Furnace,Jane,Unused,N,N2H,"Water Heater, Duct Cleaning, HRV System, Humidifier, Tankless, Boiler System, Gas Fireplace, Ductless System"
335842,2023-11-06,VIP Standard - AC/Heat Pump,Jill,Moving,Y,N2P,"Ductless System, Boiler System, Water Heater, Gas Fireplace, Duct Cleaning, HRV System, Tankless, Humidifier"
350021,2023-02-21,VIP Standard - AC/Heat Pump,Jane,Moving,N,N2T,"Humidifier, HRV System"
126807,2023-05-23,VIP Essential,Jane,Price,Y,N2R,"Duct Cleaning, HRV System, Humidifier, Boiler System"
959926,2023-02-24,VIP Standard - Furnace & AC/Heat Pump,Jack,Unused,N,N2B,"Tankless, Water Heater, Ductless System, Humidifier, Gas Fireplace, Boiler System"
884361,2023-12-19,Whole House Protection,Bob,Bad Customer Service,N,N2K,"Duct Cleaning, Gas Fireplace, HRV System"
272771,2023-03-10,Whole House Protection,Jack,Unused,N,N2K,"Ductless System, Duct Cleaning, Water Heater, Humidifier, Gas Fireplace, HRV System, Tankless"
713856,2023-03-20,VIP Essential,Jack,Unused,Y,N2E,"Water Heater, Boiler System"
413632,2023-06-23,VIP Standard - Furnace & AC/Heat Pump,Jack,Moving,Y,N2V,HRV System
596460,2023-01-31,VIP Standard - AC/Heat Pump,Jane,Price,Y,N2E,"Boiler System, Tankless, Gas Fireplace, HRV System"
196863,2023-11-17,Whole House Protection,Jane,Moving,N,N2H,"HRV System, Gas Fireplace, Ductless System"
191847,2023-05-08,VIP Standard - AC/Heat Pump,Jack,Bad Customer Service,Y,N2N,Duct Cleaning
793430,2023-10-18,VIP Standard - Furnace,Jane,Price,Y,N2B,
232225,2023-01-17,VIP Standard - Furnace & AC/Heat Pump,Bob,Price,N,N2J,"Boiler System, Ductless System, Humidifier"
598481,2023-08-03,VIP Standard - Furnace & AC/Heat Pump,Jack,Price,N,N2M,"HRV System, Water Heater, Humidifier, Duct Cleaning, Boiler System, Tankless"
697642,2023-01-27,VIP Standard - AC/Heat Pump,Jill,Bad Customer Service,N,N2E,"Gas Fireplace, Tankless, Water Heater, Ductless System, Duct Cleaning, Humidifier, HRV System"
387213,2023-08-22,VIP Standard - Furnace & AC/Heat Pump,Jack,Bad Customer Service,Y,N2J,HRV System
885723,2023-11-20,VIP Essential,Jane,Unused,N,N2P,HRV System
991273,2023-02-09,VIP Standard - Furnace,Jack,Moving,Y,N2B,"Tankless, Ductless System, Boiler System, HRV System, Duct Cleaning, Gas Fireplace, Water Heater"
451151,2023-12-22,Whole House Protection,Jack,Price,Y,N2L,"HRV System, Tankless, Boiler System, Duct Cleaning, Gas Fireplace, Water Heater, Humidifier"
877849,2023-05-31,VIP Essential,Jill,Unused,N,N2J,Tankless
725552,2023-09-07,Whole House Protection,Jane,Unused,N,N2H,"Boiler System, Gas Fireplace, Ductless System, Duct Cleaning"
668271,2023-04-04,VIP Standard - Furnace & AC/Heat Pump,Jack,Bad Customer Service,Y,N2B,"Duct Cleaning, Boiler System, Ductless System, Gas Fireplace, Water Heater, Tankless"
186763,2023-03-10,Whole House Protection,Jack,Moving,Y,N2T,"Tankless, HRV System, Gas Fireplace, Boiler System"
290227,2023-11-03,VIP Standard - Furnace,Jane,Price,Y,N2M,"Ductless System, Water Heater"
344743,2023-11-14,Whole House Protection,Bob,Bad Customer Service,Y,N2P,"Water Heater, Ductless System, Tankless, HRV System, Duct Cleaning, Gas Fireplace"
133012,2023-12-11,Whole House Protection,Jill,Unused,N,N2C,"Duct Cleaning, Water Heater, Boiler System, HRV System, Gas Fireplace, Tankless, Humidifier"
476702,2023-08-30,VIP Standard - Furnace,Bob,Bad Customer Service,N,N2T,Boiler System
219650,2023-05-29,VIP Essential,Bob,Bad Customer Service,Y,N2B,"Ductless System, Water Heater"
137890,2023-09-12,VIP Essential,Jack,Bad Customer Service,N,N2K,"Humidifier, HRV System"
154798,2023-12-25,VIP Standard - Furnace & AC/Heat Pump,Jack,Unused,Y,N2V,"Tankless, Ductless System, Boiler System, Duct Cleaning, Gas Fireplace, Water Heater, HRV System"
471591,2023-12-14,VIP Standard - AC/Heat Pump,Jill,Unused,N,N2V,"HRV System, Ductless System, Gas Fireplace, Duct Cleaning, Water Heater, Tankless, Humidifier, Boiler System"
703234,2023-01-10,VIP Standard - Furnace,Jack,Price,N,N2E,"Duct Cleaning, Humidifier, Boiler System"
218580,2023-07-21,VIP Standard - AC/Heat Pump,Bob,Bad Customer Service,Y,N2H,"Gas Fireplace, Tankless, Boiler System, Water Heater, HRV System"
805607,2023-10-23,VIP Standard - Furnace & AC/Heat Pump,Bob,Moving,Y,N2T,"Tankless, Boiler System, Duct Cleaning, HRV System, Ductless System, Water Heater, Gas Fireplace"
490590,2023-11-01,Whole House Protection,Jane,Price,Y,N2V,"Tankless, Boiler System"
491363,2023-12-19,VIP Standard - AC/Heat Pump,Jill,Unused,Y,N2K,"Water Heater, Ductless System, Boiler System, Duct Cleaning, Humidifier"
637489,2023-09-29,VIP Essential,Bob,Unused,Y,N2V,"Tankless, Humidifier, Ductless System, HRV System, Boiler System, Water Heater, Gas Fireplace, Duct Cleaning"
242537,2023-01-30,VIP Standard - AC/Heat Pump,Jill,Unused,N,N2C,Boiler System
836169,2023-05-24,VIP Standard - Furnace & AC/Heat Pump,Jack,Moving,Y,N2P,"Boiler System, Gas Fireplace, Duct Cleaning, Ductless System, Humidifier, Tankless, HRV System"
471679,2023-10-10,VIP Standard - Furnace,Jill,Unused,N,N2A,"Gas Fireplace, HRV System, Water Heater, Humidifier"
555492,2023-09-08,Whole House Protection,Jack,Unused,Y,N2E,"Boiler System, Humidifier, HRV System, Ductless System, Gas Fireplace"
739113,2023-10-09,VIP Standard - Furnace,Jane,Unused,N,N2E,"HRV System, Tankless, Duct Cleaning, Gas Fireplace, Ductless System, Humidifier, Water Heater"
534767,2023-04-14,VIP Essential,Jack,Price,Y,N2R,"HRV System, Humidifier, Duct Cleaning, Boiler System, Tankless, Ductless System"
528950,2023-06-27,VIP Standard - Furnace,Bob,Unused,Y,N2G,"Tankless, Ductless System, Gas Fireplace"
529782,2023-03-15,VIP Standard - Furnace,Jack,Price,N,N2V,Ductless System
508786,2023-12-08,Whole House Protection,Jane,Moving,Y,N2B,"Ductless System, Boiler System, Gas Fireplace, Duct Cleaning, HRV System, Humidifier, Water Heater, Tankless"
771737,2023-06-09,VIP Standard - Furnace & AC/Heat Pump,Jane,Unused,Y,N2K,"Gas Fireplace, Tankless, Duct Cleaning, Water Heater"
667870,2023-09-11,VIP Standard - Furnace,Jane,Unused,Y,N2P,"Boiler System, Humidifier, Ductless System, HRV System"
109764,2023-07-24,VIP Standard - Furnace & AC/Heat Pump,Jill,Moving,Y,N2G,"Humidifier, Ductless System"
206828,2023-01-20,VIP Standard - Furnace,Jane,Moving,Y,N2A,"Boiler System, Humidifier"
940907,2023-10-03,VIP Standard - Furnace & AC/Heat Pump,Bob,Moving,Y,N2T,"HRV System, Boiler System, Water Heater, Tankless"
666241,2023-03-07,Whole House Protection,Jane,Bad Customer Service,N,N2C,Ductless System
900671,2023-01-02,VIP Essential,Bob,Bad Customer Service,N,N2A,"Humidifier, Boiler System, Ductless System, Gas Fireplace, HRV System"
385661,2023-01-16,VIP Standard - Furnace,Bob,Bad Customer Service,Y,N2G,"HRV System, Gas Fireplace, Water Heater"
656124,2023-11-15,VIP Standard - Furnace,Jack,Moving,Y,N2J,"Boiler System, Gas Fireplace"
454053,2023-04-20,VIP Standard - Furnace,Jill,Bad Customer Service,Y,N2B,"Gas Fireplace, Boiler System, Tankless, Ductless System, Duct Cleaning, Water Heater, HRV System, Humidifier"
174827,2023-09-21,VIP Essential,Jill,Moving,Y,N2R,"Humidifier, Boiler System"
942769,2023-01-23,Whole House Protection,Jane,Moving,Y,N2R,"Water Heater, Duct Cleaning, Humidifier, Tankless, Ductless System, HRV System"
974463,2023-11-20,VIP Essential,Jack,Unused,Y,N2M,"HRV System, Gas Fireplace, Humidifier, Ductless System, Duct Cleaning, Water Heater"
541787,2023-08-09,VIP Standard - Furnace,Jane,Moving,N,N2H,"Water Heater, Ductless System, Gas Fireplace, Duct Cleaning, Tankless"
151149,2023-06-26,VIP Essential,Jane,Unused,N,N2J,"Water Heater, HRV System, Duct Cleaning"
967593,2023-02-09,VIP Standard - Furnace & AC/Heat Pump,Jack,Unused,N,N2N,Tankless
576812,2023-07-04,VIP Essential,Bob,Moving,Y,N2K,Ductless System
397245,2023-12-13,VIP Standard - Furnace,Bob,Moving,Y,N2A,
460262,2023-11-24,VIP Essential,Jack,Price,Y,N2T,"Ductless System, Duct Cleaning, Boiler System, Gas Fireplace, Humidifier, HRV System, Water Heater"
998432,2023-05-01,Whole House Protection,Jack,Price,N,N2J,Humidifier
213884,2023-02-24,VIP Standard - Furnace & AC/Heat Pump,Jill,Unused,N,N2E,"Duct Cleaning, Ductless System, Water Heater, Tankless, Boiler System"
533306,2023-10-31,VIP Standard - Furnace,Bob,Bad Customer Service,N,N2V,"HRV System, Boiler System, Water Heater, Ductless System, Humidifier, Tankless, Gas Fireplace"
751905,2023-07-20,VIP Standard - AC/Heat Pump,Jill,Unused,Y,N2V,HRV System
740775,2023-08-30,VIP Standard - Furnace,Jane,Price,N,N2R,"Humidifier, Tankless, Ductless System"
774827,2023-09-20,VIP Essential,Bob,Bad Customer Service,N,N2C,Water Heater
858823,2023-02-03,VIP Standard - AC/Heat Pump,Jack,Price,N,N2V,Water Heater
334807,2023-10-11,VIP Standard - Furnace & AC/Heat Pump,Jane,Moving,Y,N2L,
514182,2023-10-05,VIP Essential,Bob,Unused,N,N2J,
612715,2023-11-14,VIP Essential,Jack,Bad Customer Service,Y,N2A,"Tankless, Boiler System, Water Heater"
271188,2023-09-13,VIP Standard - Furnace,Bob,Bad Customer Service,Y,N2H,"HRV System, Tankless, Boiler System, Ductless System, Water Heater, Duct Cleaning"
157254,2023-11-10,VIP Standard - Furnace & AC/Heat Pump,Jane,Price,N,N2K,"Tankless, Ductless System, Gas Fireplace"
333375,2023-03-17,VIP Essential,Jane,Moving,Y,N2A,
319701,2023-10-23,VIP Standard - Furnace,Jane,Moving,Y,N2H,"Water Heater, Ductless System, HRV System, Duct Cleaning, Gas Fireplace, Boiler System, Tankless, Humidifier"
735411,2023-08-08,VIP Standard - Furnace & AC/Heat Pump,Jill,Bad Customer Service,Y,N2H,"Boiler System, HRV System, Water Heater, Humidifier, Tankless"
140622,2023-11-21,Whole House Protection,Jill,Unused,N,N2H,"Tankless, Gas Fireplace, Water Heater, HRV System, Duct Cleaning, Boiler System"
860914,2023-09-05,VIP Standard - Furnace & AC/Heat Pump,Jill,Bad Customer Service,Y,N2B,
974048,2023-05-25,VIP Standard - Furnace & AC/Heat Pump,Jill,Price,N,N2E,"Water Heater, Duct Cleaning, HRV System, Tankless, Humidifier, Gas Fireplace"
838677,2023-05-11,VIP Essential,Jack,Unused,Y,N2C,"Ductless System, Duct Cleaning, Gas Fireplace, Water Heater, HRV System, Boiler System"
566853,2023-09-27,VIP Standard - AC/Heat Pump,Jack,Bad Customer Service,Y,N2H,"Tankless, HRV System, Ductless System, Gas Fireplace, Boiler System, Humidifier, Water Heater"
851901,2023-03-10,Whole House Protection,Jane,Moving,Y,N2L,"Ductless System, HRV System, Boiler System"
579800,2023-05-29,Whole House Protection,Jack,Price,N,N2L,Duct Cleaning
472678,2023-08-10,VIP Standard - Furnace & AC/Heat Pump,Jill,Price,Y,N2R,"HRV System, Water Heater, Boiler System"
886973,2023-07-07,VIP Standard - Furnace,Jill,Moving,N,N2A,HRV System
353242,2023-09-19,VIP Standard - Furnace & AC/Heat Pump,Jill,Moving,N,N2R,"Tankless, Water Heater"
919868,2023-06-02,VIP Essential,Bob,Bad Customer Service,Y,N2P,"Ductless System, HRV System, Duct Cleaning, Tankless, Humidifier, Boiler System, Water Heater, Gas Fireplace"
710553,2023-08-25,VIP Essential,Bob,Moving,N,N2E,
406577,2023-01-05,VIP Standard - Furnace & AC/Heat Pump,Bob,Unused,Y,N2H,"Ductless System, Duct Cleaning, Water Heater, Gas Fireplace, HRV System"
745985,2023-10-19,VIP Essential,Bob,Bad Customer Service,N,N2J,"Ductless System, Duct Cleaning, Water Heater, Gas Fireplace, HRV System, Tankless"
736116,2023-09-20,VIP Essential,Bob,Unused,Y,N2L,"Duct Cleaning, HRV System"
244614,2023-01-16,VIP Essential,Bob,Moving,N,N2R,"HRV System, Tankless, Duct Cleaning, Water Heater"
487553,2023-09-14,Whole House Protection,Jane,Unused,N,N2A,Duct Cleaning
542651,2023-10-31,VIP Standard - Furnace,Bob,Bad Customer Service,N,N2V,
874792,2023-07-03,Whole House Protection,Jill,Unused,Y,N2L,"Ductless System, Humidifier, Gas Fireplace, Duct Cleaning, Tankless, HRV System, Water Heater, Boiler System"
926559,2023-02-22,VIP Standard - AC/Heat Pump,Bob,Moving,Y,N2E,"Water Heater, HRV System, Gas Fireplace, Tankless, Duct Cleaning"
353251,2023-05-26,VIP Essential,Jane,Unused,N,N2K,"Tankless, Duct Cleaning, Boiler System, Gas Fireplace"
104235,2023-10-23,VIP Essential,Jane,Unused,Y,N2A,"Ductless System, Water Heater, Boiler System, Tankless, Humidifier"
612451,2023-12-13,VIP Essential,Jill,Bad Customer Service,N,N2L,"Boiler System, Ductless System, Humidifier, Water Heater, Tankless, HRV System, Duct Cleaning"
544492,2023-12-06,VIP Essential,Jill,Unused,Y,N2G,
210231,2023-04-20,VIP Standard - AC/Heat Pump,Bob,Moving,Y,N2C,"Boiler System, Water Heater, Tankless, Gas Fireplace, Duct Cleaning"
268073,2023-08-10,VIP Standard - Furnace & AC/Heat Pump,Jane,Unused,Y,N2T,"Water Heater, Gas Fireplace"
404064,2023-09-13,VIP Essential,Jack,Unused,Y,N2L,
526940,2023-03-24,VIP Standard - AC/Heat Pump,Bob,Moving,N,N2R,"Ductless System, Gas Fireplace"
597655,2023-02-10,VIP Standard - Furnace,Bob,Bad Customer Service,N,N2V,
595380,2023-06-02,VIP Standard - Furnace,Jane,Moving,N,N2T,"Water Heater, HRV System, Duct Cleaning, Tankless, Ductless System, Boiler System, Humidifier"
749167,2023-03-23,VIP Essential,Jane,Price,N,N2T,Duct Cleaning
308994,2023-02-14,VIP Standard - Furnace,Jill,Price,Y,N2B,"Ductless System, Boiler System, Humidifier, HRV System"
742077,2023-07-19,VIP Standard - Furnace,Bob,Price,N,N2B,"Boiler System, Tankless, Water Heater, Gas Fireplace, Duct Cleaning, HRV System, Ductless System, Humidifier"
530682,2023-12-26,VIP Standard - Furnace,Jill,Unused,Y,N2E,"HRV System, Ductless System, Gas Fireplace, Tankless"
817791,2023-02-27,VIP Standard - Furnace,Jack,Bad Customer Service,N,N2J,"Gas Fireplace, Boiler System, Humidifier, Tankless, HRV System, Duct Cleaning"
161024,2023-03-31,VIP Essential,Jane,Unused,N,N2L,"Tankless, Gas Fireplace, Ductless System, Humidifier, Duct Cleaning, HRV System, Water Heater"
351287,2023-01-05,VIP Essential,Jane,Price,N,N2A,"Water Heater, Humidifier, Gas Fireplace, Duct Cleaning"
894687,2023-02-27,VIP Essential,Jill,Price,Y,N2H,"HRV System, Tankless"
259491,2023-07-10,VIP Essential,Jack,Unused,Y,N2T,Water Heater
747324,2023-11-29,VIP Standard - Furnace,Jane,Price,N,N2P,"Humidifier, Boiler System, Ductless System, Tankless, Water Heater, Gas Fireplace"
455607,2023-08-25,VIP Standard - Furnace & AC/Heat Pump,Jack,Unused,N,N2A,
433124,2023-08-21,VIP Standard - Furnace & AC/Heat Pump,Bob,Unused,N,N2K,"Humidifier, HRV System, Duct Cleaning, Tankless, Water Heater"
397046,2023-10-10,VIP Standard - AC/Heat Pump,Jane,Price,Y,N2H,"Tankless, Water Heater, HRV System"
309857,2023-12-14,Whole House Protection,Jane,Price,N,N2J,"Duct Cleaning, Water Heater, Ductless System, Boiler System, HRV System, Humidifier, Tankless, Gas Fireplace"
462060,2023-03-14,VIP Essential,Jack,Moving,N,N2T,Duct Cleaning
828672,2023-07-07,VIP Standard - AC/Heat Pump,Jill,Bad Customer Service,N,N2M,"Gas Fireplace, Humidifier, HRV System, Duct Cleaning, Tankless, Ductless System, Water Heater, Boiler System"
582792,2023-01-02,VIP Standard - AC/Heat Pump,Jack,Unused,Y,N2A,"Tankless, Duct Cleaning, Ductless System, Humidifier"
509784,2023-12-26,VIP Standard - AC/Heat Pump,Bob,Price,Y,N2V,"Duct Cleaning, Ductless System"
122052,2023-01-17,VIP Standard - Furnace,Jane,Bad Customer Service,N,N2V,"Ductless System, Tankless"
774305,2023-12-18,VIP Standard - Furnace & AC/Heat Pump,Jack,Moving,Y,N2C,"Humidifier, Tankless"
295144,2023-05-23,VIP Essential,Bob,Moving,N,N2M,"Ductless System, Duct Cleaning"
151285,2023-12-22,VIP Standard - AC/Heat Pump,Jill,Bad Customer Service,Y,N2R,"Duct Cleaning, Water Heater, Gas Fireplace, Ductless System"
298115,2023-10-20,VIP Standard - AC/Heat Pump,Bob,Price,Y,N2J,"Boiler System, Water Heater, Gas Fireplace, Tankless, HRV System"
159961,2023-04-05,VIP Standard - Furnace,Jack,Price,N,N2J,
376744,2023-11-06,VIP Standard - AC/Heat Pump,Jill,Price,Y,N2E,"Duct Cleaning, Boiler System, HRV System, Gas Fireplace"
